id	description	37C_B1_G1	37C_B1_G2	37C_B1_S	37C_B2_G1	37C_B2_G2	37C_B2_S	37C_B3_G1	37C_B3_G2	37C_B3_S	47C_B1_G1	47C_B1_G2	47C_B1_S	47C_B2_G1	47C_B2_G2	47C_B2_S	47C_B3_G1	47C_B3_G2	47C_B3_S	50C_B1_G1	50C_B1_G2	50C_B1_S	50C_B2_G1	50C_B2_G2	50C_B2_S	50C_B3_G1	50C_B3_G2	50C_B3_S	52C_B1_G1	52C_B1_G2	52C_B1_S	52C_B2_G1	52C_B2_G2	52C_B2_S	52C_B3_G1	52C_B3_G2	52C_B3_S	54C_B1_G1	54C_B1_G2	54C_B1_S	54C_B2_G1	54C_B2_G2	54C_B2_S	54C_B3_G1	54C_B3_G2	54C_B3_S	57C_B1_G1	57C_B1_G2	57C_B1_S	57C_B2_G1	57C_B2_G2	57C_B2_S	57C_B3_G1	57C_B3_G2	57C_B3_S	sumUniPeps	sumPSMs	countNum
O43390	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1	1258.4	1236.8	1173.2	1276.5	1324.7	1431.9	1498.9	1447.7	1289	796.9	732.1	772.5	689	801.9	942.7999999999998	896.4	894.2999999999998	994	516.9	526.2	621.2	443.7	525.3	748.2	520.2	645.9	994.3	365.2	364.7	434.8	331.9	371.8	546.9	359.2	368.1	805.2	79.6	90	104	82.8	91.8	107.4	96.8	117.5	174.7	505.9	545.5	585.5	474.2	550.5	672	511.5	662.9	1051.4	12	35	11.5
O43395	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2	1703.2	1563.9	1754.2	1668.7	1613.9	2321.3	1576.2	1563.8	1954.3	980.8	1109.6	1104.3	1103.3	1141.4	1399.9	1088.4	1234.9	1368.7999999999997	577.5	657	736.7	595.8	615.5	834.8	590.3	729.4	918.8	147.7	166.9	174.9	158.9	154.8	222.1	146.2	179.1	257	129.4	143.3	184.7	136	140.7	214	145.4	147.2	309.8	289.6	297	285.4	274.5	265.3	329.6	299.9	290	423.8	11	13.5	10
O43396	Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3	1482.9000000000003	1667.9000000000003	1241.1	1634.5	1620.0999999999997	1491.7	1581.8	1712.9000000000003	1266.9	1104.7	1279.7	1004.7	1342.1	1339.7	1168.9	1289.6	1370.8	1167	1001.4	1124.8	972.7	1114.4	1090.6	1105.1	1092.8	1288	1094.9	335.6	366	407.7	393.5	388.4	483.79999999999995	373.1	435	531.3	261.7	295.1	340.3	288.6	303.4	356.5	309.6	369.5	459.79999999999995	221.8	256.3	292.9	229.9	254.7	303	234.1	314.2	346.8	9.5	16.5	10
O43402	ER membrane protein complex subunit 8 OS=Homo sapiens OX=9606 GN=EMC8 PE=1 SV=1	200	218.9	185.6	246.3	242.5	231.4	233	246.7	190.6	129.5	118.8	166.8	111.40000000000002	107	181.4	129.1	98.40000000000002	173	67.8	70.5	98.3	68.2	70.1	84.8	63.9	69.3	92.2	101.3	106	139.5	87.4	94	139.2	94.1	89.3	140	168.7	191.30000000000004	181.30000000000004	167.6	183.30000000000004	188.5	191.4	176.5	191.9	71.8	85.9	89.6	81.2	89.2	116.1	87.3	98.6	107.1	4	4	3
O43447	Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens OX=9606 GN=PPIH PE=1 SV=1	627	652.4	564.4	732.9	699.6	707.1	723.3	707.6	632	622.7	723	541.5	754.5	774.7	674.6	708.5	764.8	638.9	520.9	587.1	503.6	574.5	598.7	554.9	627.6	696.5	586.7	481.9	529.7	532.2	540.3	551.4	638	546.6	594.5	705.9	244.8	257.8	292.8	267	264.6	307.4	294.8	308.8	442.2	216.80000000000004	226.69999999999996	278.2	241.19999999999996	279.7	335.9	224.1	271.3	439.8	6	31	7.5
O43482	Protein Mis18-beta OS=Homo sapiens OX=9606 GN=OIP5 PE=1 SV=2	13.7	13.7	15.6	17.5	17.8	13.7	15.1	18.5	14.2	86.7	96.9	82.7	96.2	104.6	96.5	96.1	107.1	80.6	296.9	385.2	311.8	363.8	344.4	310.7	340.2	394.7	296.7	324	359.2	356.3	364.8	401.7	424.2	369.8999999999999	379.3999999999999	409	83.8	90.90000000000002	106.09999999999998	91.5	91	119.5	99.5	93.59999999999998	130.5	58.4	58.2	68.9	63.9	58.7	88.1	55.6	58.7	87.3	4.5	5.5	3.5
O43488	Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3	405.2	410.1	309.9	432.4	397.9	353.9	456.9	414.4	328.5	845.9	895.6	624	982.1	894.9	753.9	989	906.9	746.8	912	939.4	810.4	992.7	901.4	745.6	1021	1035.7	805.5	759.9	780	617.3	861.2000000000002	888.6	659.4	980.7999999999998	879.1	615.5	259.7	216.4	175.7	230.1	208.4	228.1	241.5	216.2	208.6	80.5	88	89.1	94.7	92	109.4	93.5	101.5	125	8.5	19.5	9
O43491	Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1	3286.2	3161.7	3266.5	3225.3	3290.1	4669	3167	3764.5	4124.9	3633.7999999999997	3799.2999999999997	3543.1	3887.7999999999997	3982.4	4801.9	3668.2000000000003	4363.7	4811.5	5101.2	5798.9	5868.6	5870.1	5785	6770.9	5880.5	7170.5	6652	3809.5	4061.6000000000004	3886.8000000000006	4413.4	4198.4	5038	4783.9	4739.9	4998.1	2776.7	2942.1	2629.4	3422.2	3045.3	2992.3	4016.0999999999995	3440.4	3576.0999999999995	2067.4	2002.6	1811.3	2112.7	2012.3	1874.8	2177.3	2333.4	1903.6	29	94.5	39.5
O43493	Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2 PE=1 SV=4	202.7	173.1	327.8	184.6	162.6	303.1	169	153.5	314.1	482.8	353.5	606.9	447.2	311.2	802.4	347.8	271.7	635	440.6	359.9	676.3	364.8	303.4	783.6	313.4	270.7	842.7	324.3	273.9	525	233.1	245.5	628.5	265.9	174.6	642.6	566.3	526.6	871.4	458.3999999999999	428.3	1040.6	540.7	411.5	1035.3	439.5	330	544.5	369.6	359.2	669	366	348.4	671.8	8	14	8
O43504	Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1	189.19999999999996	186	174.1	196.69999999999996	206.30000000000004	205	201.19999999999996	213.1	201.80000000000004	336	371.2	287.3	364.2	391.6000000000001	374.3	386.3999999999999	351	387.8999999999999	326.8	337.3	328.3	357.1000000000001	370.5	303.2	349.8999999999999	400.6000000000001	389.7	393.5	456.1	373.4	479.5	478.2	409.7	465.8	472.8	387.6	513.3	551.9	445.9	575.1	582.5	444.7	657.4	599.6	493.8	268.9	300.1	228.8	304.2	316.3	246.6	300	336.1	222	4.5	11	5
O43592	Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2	1876.7	2104.8	1422	2360.9	2252.9	1629.3	2295.5	2290.7	1508.8	1109.6	1320.7	917.2	1587.9	1456.6	1141.7	1466.8	1457.9	1068.9	860.5	1008.6	901.8	1060.2	1026.4	970.4	1101.8	1289.4	1016.3	360.6	361.3	379.2	356.6	358.5	418.3	362.2	444.6	530.1	211.4	275.9	263.2	301.5	296.6	263.4	302.8	317.1	375.8	240.6	285.5	316.4	302.6	341.2	347	280.2	362.3	452	15	26	14.5
O43598	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1	267.3	280.9	238.30000000000004	314.7	301.7	246.30000000000004	318.8	287.3	233.5	313.7	337.1	253.3	378.5	357.4	285.8	386	369.8	284.1	518.2	586.3	434.7	597	571.5	460.3	600	665.8	464.8999999999999	528.8	548.5	423.3	639.3	619.8	442.8	641.9	636.9	453.3	865.1	980.2999999999998	725.7	1059.2	1010.9000000000001	672.4	1156.7	1184.7	705.8	547.9	577.2	448.9	647.4	656.5	541	626	725.5	434.6	5.5	21.5	5
O43615	Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2	1945.4	1922.8	1848.5	2006.8	1906.2	2070	1927.1	1662	1826.7	1735.3	1610.5	1610.6	1848.5	1449.1	1842.4	1472.7	1286.4	1787.2	2524	2208	2550.4	2088.8	1968.7	2400.8	1884.5	2026.1	2399.4	708.3	592.3	818	597.9	603.4	749.7	542.3	620.1	813.8	473.1	459.9	498.8	435.9	435.4	483	475.2	501.3	675	330.6	323.1	379.9	300.5	367	365.30000000000007	315.69999999999993	378.6	574.8	19	35.5	18
O43660	Pleiotropic regulator 1 OS=Homo sapiens OX=9606 GN=PLRG1 PE=1 SV=1	309.1	294.1	232.9	296.7	290.3	297.8	266.6	300.9	246.1	334.6	366.7	242.1	332.4	340.9	280.6	333.1	327	251.5	771.7	909.3	628.4	741	749.2	573.1	784.8	900.9	506.2	413.1000000000001	436.6000000000001	315.1	393	366	288.4	386.6000000000001	413	289.6	493.3	605.7	413.7	533.6	512.6	374.8	563.8	559.9	376.1	248.5	285.6	232.9	265.9	258.1	192.3	268.6	286.9	147.1	7.5	10	6
O43663	Protein regulator of cytokinesis 1 OS=Homo sapiens OX=9606 GN=PRC1 PE=1 SV=2	251.7	488.1	291.1	316.1	478.1	422.5	340	560.6	395.6	69	67.7	36.7	62.3	62.5	61	57.3	63	52.5	78.3	94.3	76.8	80.9	100.40000000000002	94.8	93.8	107.59999999999998	103.7	34.3	39.4	30.6	31.8	27.8	34.3	31.7	37.7	42.7	22.1	22.6	22.8	20.6	27.4	30.8	27	22.9	30.3	22.8	33.5	24.8	24.3	28.1	30.1	21.1	32.5	36	3	4.5	2
O43678	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens OX=9606 GN=NDUFA2 PE=1 SV=3	379.4	383.2	341.6	348.1	362.8	416.9	375.4	391.7	390.7	214.6	210.30000000000004	177.4	222.5	205.6	235.9	220.6	205.6	229.19999999999996	269.1	262.6	215.4	288.5	232.80000000000004	225.1	323.4	299.8	238.6	357.6	282.2	243.7	346.1	270.9	284.6	353.4	304.7	290.9	159.1	162.5	115	180.9	159.8	118.5	207.6	180.4	174.19999999999996	170.3	182	154.9	197.6	181.69999999999996	171.30000000000004	204.69999999999996	205.19999999999996	181.69999999999996	4	7	3
O43681	ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2	52.3	64.3	47.6	65.2	57.2	53.3	64.7	55.9	49.1	302.2	325.8	244.3	309.6	308.8	298.6	313	332.2	288.2	497	538.3	473.79999999999995	462.79999999999995	482.8999999999999	465.5	492.6000000000001	545.7	445.5	878.7	876	751.6	853.1	849.6	741.1	882.9	939.2999999999998	684.2	697.6	807.5	608.7	715.2	786.3	573.8	818.3	839.4	618.6	862.6	915.1	780.1	842	907.6	791.4	829.3	1101.3	654.6	9	15.5	9
O43683	Mitotic checkpoint serine/threonine-protein kinase BUB1 OS=Homo sapiens OX=9606 GN=BUB1 PE=1 SV=1	235.2	587.9	370.6	381	666.5	488.7	384.6	650.8	387.3	128.5	201.3	128.1	137.9	200	153.1	133.4	203.4	154.4	130.1	213.7	189.4	174.5	214.1	193.4	176.4	261.4	226.9	76.4	94.5	103.8	86	114.09999999999998	110.7	114.90000000000002	113.5	128.7	134.8	160.6	154.8	164.3	181.69999999999996	140.1	177.19999999999996	225.30000000000004	171.5	63.70000000000001	89.40000000000002	85.5	85.1	90.3	79.7	88.59999999999998	92.2	97.5	3.5	6	3.5
O43684	Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1	1273.6	1451.6	1029.4	1364.3	1347	1309.3	1272.1	1350.8	1136.5	1358.4	1485.2000000000003	1023.3999999999999	1474	1387.7999999999997	1183.7	1342.7000000000003	1317	1154.8	2111	2512	1908.2	2375.8	2266.4	1872.8	2257.7	2459	1803.7	1569.6	1739.4	1357.5	1739	1649.6	1293.7	1609.8	1627.7	1176.8	1465.6	1788.5	1319.6	1740.2	1693.4	1211.1	1786.2	1742.4	1201.9	1401.1	1583.2	1286.6	1537.5	1575.2	1242.1	1437.6	1567.9	1048.7	11.5	47.5	15.5
O43707	Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2	16238	18844.6	12835.2	17054	17492.1	15563.599999999999	18340.5	18194.8	13999.900000000001	16328.800000000001	19373.5	12044.1	17989.4	18306	14292.800000000001	18292.1	18423.8	14311.4	23422.1	29414.4	19471.3	25456.6	25422.7	20278.4	26558.9	30453.3	19752	21632.7	24519.1	17850.4	22379.1	22288.2	18533.3	24238.2	21947.4	16529.9	22601.1	25050.6	19489.4	22162.9	19971.5	18465.1	25656	17821.6	18318.9	23100.5	20229.8	21273.9	17912.4	15998.1	21480.4	18538.6	13065.699999999999	17431.4	39	445.5	85.5
O43708	Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3	269.8	272	175	258.9	233.2	229.6	235.4	261.3	185.6	481.6	490.8	279.1	481.3	409.1	332.1	397.8	436.8	329.9	829.6	915.6	613.7	843.4	808.5	613.1	819.7999999999998	917.6	561.5	702.1	709.5	502.8	712.6	655.1	503.9	641	612.5	413.6	488.2	513.1	369	536.2	499.7	353.6	530.8	481.4	322.7	180.80000000000004	195.69999999999996	133.8	173.1	171.80000000000004	134.6	164.2	185.19999999999996	115.2	3.5	8	4
O43715	TP53-regulated inhibitor of apoptosis 1 OS=Homo sapiens OX=9606 GN=TRIAP1 PE=1 SV=1	255.6	320.8	224	289.3	303.3	279.9	259.1	300.2	233.4	288.4	374.2	246.9	353.7	344.2	288.1	322.5	337.9	262.3	489.2	604.8	444	530.5	548.9	433.8	522.8	561.2	437	493.8	585.9	410.9	555.4	533	414.6	474.3	434	338.3	213.4	306.2	188.8	255.8	248.3	198.3	255.4	207	174.4	516.4	644.1	479.7	594.7	592.7	529.2	580.1	614	454.5	4.5	6.5	4
O43716	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial OS=Homo sapiens OX=9606 GN=GATC PE=1 SV=1	168.5	205.4	167.6	190.7	201.6	204.2	194.9	187	169.2	195.30000000000004	254.1	209.4	236.9	260.4	243.9	227.1	225.19999999999996	238.1	195.30000000000004	231.6	193.1	211.80000000000004	217	190.1	208.9	239.4	225.80000000000004	162	192.69999999999996	154.6	196.9	193.1	174.80000000000004	195.19999999999996	184	160.6	109.1	146.6	115.1	154	146.2	128.8	161.9	147.6	145.7	174.6	225.19999999999996	193.80000000000004	199.1	226.4	210.5	207.4	237.69999999999996	181.69999999999996	6	7	6
O43719	HIV Tat-specific factor 1 OS=Homo sapiens OX=9606 GN=HTATSF1 PE=1 SV=1	1807.2000000000003	1721	1598.4	1906.6	1756	1927.6	1771.6	1745.7999999999997	1630.6	971.3	980.7	898.8	990.2	901.1	1101	919.9	913.8	988.1	693.2	722.9	716.3	642.5	551.7	805.3	635.5	706.5	864.2	777.6	715.5	812.9	693.5	652	805.6	716.2	694.3	880.2	598.5	519.2	626	503.7	472.3999999999999	592.3	544.9	439.8999999999999	685.2999999999998	566	520.2	584.7	487.4	431.4	535.4	454.7	492.4	672.8	15.5	19.5	14
O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1	1927.2	2503.8	1731.1	2315.3	2471.9	1973	2210	2449.2	1777.9	1819.9	2208.2	1520.1	2196.6	2103.6	1862.1	2005.6	2130.7	1776.3	2197.1	2602.1	2208.2	2485.7	2393.4	2445.6	2421.1	2634.1	2303.8	1122.5	1284.6	1368.5	1306.2000000000003	1361.7999999999997	1595.7000000000003	1336.2999999999997	1292	1562.6	628	785.9	843.6	738.7000000000002	731.4	865.7000000000002	766.2000000000002	813.2000000000002	955.2000000000002	819.8999999999999	951.3	933.5	908	939.7	1097.9	907.2	1105.6	1081.5	11	41.5	14
O43766	Lipoyl synthase, mitochondrial OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=3	47.7	52.3	54.9	60.3	54.3	55.6	62.6	51.8	53.3	102.3	130.1	96.2	120.7	113.4	113	117.1	104.1	111.8	168.7	213.7	146	175.3	213.8	155.2	188.4	235.1	152.5	126.8	152	129.9	142.4	139.2	109.1	156.3	156.5	107.4	138.8	187.2	138.6	199.1	193.8	135	205.4	202.3	131.8	263.9	359.1000000000001	273.4	344.6000000000001	370.5	278.3	328.6	409.6000000000001	221.9	4.5	4.5	4
O43776	Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1	2682.5	3687	2417.9	3426.1	3408.3	2574.4	3440.8	3644.7	2417.7	2762.3	3302.8	2077	3414.3	3131.5	2568.9	3300.8	3312.5	2222.3	4570.2	5126.8	3761.3	5018.6	5019.9	3905.3	5235.3	5999.4	3863.4	3821.4	3260.7	2433.3	3564.6	3569.3	2381.4	4254.6	4107	2476.5	2924	2095.4	1425.7	2386.1	2137.7	1290	2777.6	2650.1	1442.6	1665.3	851.7	621.6	1088.2	745.7	633.8	1102.1	1050.9	890.2	21	76.5	22
O43805	Microtubule nucleation factor SSNA1 OS=Homo sapiens OX=9606 GN=SSNA1 PE=1 SV=2	541	635.6	488.7	660.3	592	473.3	676.4	598.8	433.6	323.1	347.5	283.9	421	291	302.5	341.4	315.8	251.8	417	391.6	359.3	383.5	371.6	321.1	372.6	375.2	333.5	698.4	630.5	581.4	637.8	593	556.9	642.2	507.1000000000001	509	294.8	267.2	246	230.7	197.2	221.7	214.6	183.3	209.3	468.5	431.4	348.7	397.7	295.7	347.4	441.9	355	362.5	4.5	5.5	4
O43809	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1	932.4	1001.2	688.9	828	854.5	847.7	857.4	816.1	734.9	897.4	996	720.9	903	948.7999999999998	801.1	895	806.5	759.7	1162.1	1500.6	1119	1226	1203.5	1057.9	1194.7	1307	915	1756.7	1928.8	1561.2	1722.1	1638.9	1525.9	1680	1574.1	1478.7	1176	1423	1099.9	1263.3	1220.4	1006.6	1383.1	1287	1121.2	606.1	639.4	552.4	639.3	674.4	600.6	600.8	664.4	573.7	10	24	10
O43813	Glutathione S-transferase LANCL1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1	341.3	362.7	277.4	384.2	347.9	341.2	371.1	376.4	307.7	356	363.7	259.1	373.8999999999999	345.5	313	355.8999999999999	377.3	303.5	735	882.8	620.5	798.3	715.9	636.7	835.6	884.1	578.3	973.9000000000001	1075.2	786.9	1038.3	1043.7	795.5	1041	1077.5	711.9	1469.5	1700.4000000000003	1236.5	1773.9000000000003	1637.4000000000003	1182.3	1850.2	1602.4000000000003	1065.4	796	881.7000000000002	668.7	897.5	908.5	707.7999999999998	873.2999999999998	1003.5	636.7	8.5	19	9
O43815	Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4	671.7	644.7	557.2	724.2	655.9	692.4	710	680.1	604.7	1183.3	1128	946.7	1157.4	1080.6	1126.8	1085.3	1147.1	1130.7	1815.3	1823.1	1563.5	1794.7	1676.7	1635.8	1822	2029.2	1741.8	1351.2	1229.1	1248.7	1300.9	1309.5	1352.3	1284.9	1384	1312	901.4	837.2	829.1	902.3	860.4	819.9	923	980.7999999999998	944.9000000000001	235.19999999999996	197.69999999999996	212.5	187.6	190.80000000000004	241.4	203.6	223.6	252.4	16.5	25	15
O43823	A-kinase anchor protein 8 OS=Homo sapiens OX=9606 GN=AKAP8 PE=1 SV=1	490.4	485	514.3	482.5	482.8	630.2	451.6	429	529.8	312.8	283	333.6	262.2	264.4	449.7	262.5	267.1	448	476.5	407.3	626.1	398.8	442.7	680.6	402.9	469.8	779.3	482.5	352	625.5	316	354.1000000000001	700.9	348.8	359.7	814.2999999999998	300.4	257.1	452.6000000000001	221.1	221	480.2	263.9	254.19999999999996	626.8	309.7	270.5	419	220.2	255.6	486.9	247.3	283.8	451.7	7.5	12	6.5
O43865	S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2	312.1	283.6	261.7	325.9	302.8	298.7	319	288.4	263	497.2	476.7	344.6	504.8	435.9	385.4	481.3	447.3	377.6	924.8999999999999	965.8	786.3	867	782.6000000000001	682.5	890.1000000000001	847.2	642.8	592.4	580.7	472.5	589.5	519.8	436	598.9	597.8	419.7	621.2	664.5	524.6	655	598.6	460.5	693.6	595.4	426.7	220.6	196.69999999999996	207.5	230.6	225.4	229	216.1	218.1	218.9	6.5	23	9
O60216	Double-strand-break repair protein rad21 homolog OS=Homo sapiens OX=9606 GN=RAD21 PE=1 SV=2	934.9	887.7	793.6	920.1	916.1	1035	1009.4	962.6	892.1	628.7	677.3	490.9	617.1	666.6	583.7	713.9	747.7	597	1117.5	1261.2	972.9000000000001	1162.3	1228.6	1026.1	1365.7	1526.7	1099.6	1445.2	1459.7	1295.9	1546.7	1616.9	1421.3	1785.2	1591.1	1502.6	786.7	799.6	774.3	856.1	766.1	813.1	1035	824.8	900.5	268.7	182.3	289.4	201.5	189.1	319.1	232.4	192.9	399.6	14.5	27	12.5
O60220	Mitochondrial import inner membrane translocase subunit Tim8 A OS=Homo sapiens OX=9606 GN=TIMM8A PE=1 SV=1	460.6	522.9	390.8	506.8	529	484.4	534.5	495.4	404.2	302.1	376.4	253.5	352.5	350.7	274.7	342.2	306.7	274.8	512.9	660.3	510.8	616.1	615.4	463.6	545.3	580.6	446.1	937.1	1106.2	848.2	1059.9	1203	808.4	1112.7	1055.1	825	589.2	752.2000000000002	545.4	701.2000000000002	698.4	512.2	700.4	741.2000000000002	527.6	399.1	492.5	364.4	445.7	518.4	359.4	403.5	523.5	284.1	4	13	5.5
O60231	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2	930.8	1100.8	925.8	1131	1105.2	889.7	1132.3	1241.6	888.5	610	680.7	568.3	707.9	707.5	717.2	680.6	676.1	614.3	714.8999999999999	735	787.3	678.6000000000001	665.2	842	709.7	760.3999999999999	888	451.8	464.7	470.8	405.5	492.3	488.9	478.6	433.8	565.4	369.2	493.9	375.9	316.3	336.1	417.3	311.5	326.2	363	132.4	158	154.8	147.4	150.6	162.6	147.4	158.3	186.4	13	21.5	10.5
O60232	Protein ZNRD2 OS=Homo sapiens OX=9606 GN=ZNRD2 PE=1 SV=1	749.7000000000002	968.9	625.6	884.7999999999998	908.6	782.1	850	967	662.5	735.9	937.8	573.5	895.2	854.3	707.4	798.4	931.4	652.1	859.7000000000002	1231.3	769.9	1078.9	1113.8	819.6	1069.2	1385.9000000000003	750.4	1162	1539.3	1103	1406.7	1522.4	1147.6	1423.8	1706.2	1031.8	932.1	1379.5	893.2	1214	1329.4	918.7	1243.1	1497.4	865.1	1070.6	1536.5	1027.4	1334.9	1595.7	1048.3	1282	1658.1	970.3	6	19.5	7
O60234	Glia maturation factor gamma OS=Homo sapiens OX=9606 GN=GMFG PE=1 SV=1	168.2	166.3	112.3	211.4	172.2	161.2	274.8	220.8	164.9	125	87.2	73.6	132.5	129.4	94.6	197.8	127.7	127.2	351.3	324.3	268.6	405	364.1	305.4	559.1	482.2	372.5	116.8	94	93.7	127.9	110.2	118.7	176.2	143.9	146.8	156	174	145.6	191.2	182.9	145	263.3	237.8	195.9	55.7	44.2	44.9	68.2	57	63.2	81.3	71.7	77.9	2	8	2
O60256	Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1	332.7	391.3999999999999	273.4	358.8	362.1000000000001	330.6	366.2	377.6000000000001	289.8	541.8	600.4	392.2	590.4	573.8	473	579.1	606.6	431.9	885.9	1060.8	796.6	996.9	1002.7	767.9	980	1157.7	761	1153	1337.4	1000.5	1307.8	1333.9	993.5999999999999	1326.7	1315.3	877	747.7	976.3	654.6	940.1	931	632.9	994.5	1005.7	652.5	579.9	653.5	509.4	640.2	710.3	520.4	662.7	723.5	426.9	12	23.5	13.5
O60264	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1	1841.2	1398.6	2253	1363.2	1330.3	3032.6	1383.8	1377.9	2626.6	694.8	687.5	872.9	634.4	678.2	1269.7	637.4	687.3	1082.5	540.8	599.5	698.7	553.7	621.7	720.3	543.5	659.9	856.6	584.8	597.1	655.1	563.1	610.8	727.1	597.5	660.8	929.9000000000001	370.3	429.8999999999999	491.7	418.8	428	487.3	456.3	474.3	709.4	269.8	304.5	344.2	287	292.6	368.7	281	351.6	465.20000000000005	12	23	14
O60271-2	Isoform 2 of C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9	2096	2399.8	1889.6	2543.3	2411.1	2213.9	2531.3	2463.1	1929.3	2114.5	2128	1859.9	2503.8	2185.9	2147.4	2370.4	2288.7	2086.7	2464.7	2523.4	2490.7	2350.2	2229.7	2626.6	2409.6	2714.4	2746.2	1417.4	1385	1351.7	1320.6	1326.8	1480.9	1378.9	1441.9	1539.4	1530.9	1626.5	1505.5	1552.4	1536.3	1503.9	1693.9	1821.9	1747.8	1224.6	1207.9	1182.1	1121.8	1164.3	1193.2	1110.8	1336	1188.4	13.5	44	31.5
O60343	TBC1 domain family member 4 OS=Homo sapiens OX=9606 GN=TBC1D4 PE=1 SV=2	252.6	320.6	261.5	316.9	336.8	338	332.5	387.8	326.1	379.2	497.9	435.1	538.6	528.9	562.9	477.2	555.7	470.6	319.1	395	355	353.3	398.2	377	375.4	472.8	419.8	118.5	125.8	116.40000000000002	128.5	132.6	114.59999999999998	131.3	121.09999999999998	109.8	102.2	109.1	72.7	138.2	99.8	68.2	116.8	96.4	68.8	71.8	93.4	55.9	101.4	79.8	47.8	126.4	127.4	51.5	6	6.5	5
O60493	Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3	616.2	593.9	605.8	691.1	633.3	740.9	643.6	641.5	636.4	291.9	325	300	344.1000000000001	314.3	370.1000000000001	348.6000000000001	346.6000000000001	355.7	339.7	373.7	460	363.2	374.6	477.3	358.6	414.6	498.2	251.5	286.5	273.8	257.7	266.8	327.2	303.3	282.4	345.3	168.4	207.30000000000004	205.80000000000004	183	176.69999999999996	211.4	205.5	216.4	265.2	150.3	183.8	168.4	170.8	168.4	185	174.1	194.7	189.7	5	13	6
O60502	Protein O-GlcNAcase OS=Homo sapiens OX=9606 GN=OGA PE=1 SV=2	899.1	919.9	640.4	949	904.7999999999998	790.2999999999998	950	955.5	741.4	874.7	891.2	607.6	919.1	868.7	750.9	931.2	956.4	745.5	1093.9	1123.9	821.2999999999998	1076	992.7000000000002	836	1137.8	1203.2	828.5	1229.9	1262	973.7	1316.3	1238.2	988.2	1306.3	1347.9	937.7	679.5	746.5	551	775.2	718.3	538.3	802.2	761.8	534.5	132.3	161.7	149.7	144.5	148	156.5	135.9	182.1	170.4	14.5	21	12
